ticker,ff12,ff_label,ff12_source,classification_confidence,classification_issue,secondary_sector,secondary_industry,secondary_source,secondary_reason
SVRSF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Silver,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SVYSF,5,Chems,secondary_yfinance,high,resolved_missing_sic,Basic Materials,Chemicals,yfinance,Yahoo industry indicates chemicals.
SXGCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SYGCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SYHBF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SYIN,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Health Information Services,yfinance,Yahoo sector indicates healthcare.
TAKOF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Aerospace & Defense,yfinance,Yahoo industry indicates manufacturing or industrial materials.
TBLLF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TBNGY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Energy,Thermal Coal,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TBXXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TCLHF,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Technology,Consumer Electronics,yfinance,Yahoo industry indicates durable consumer goods.
TCPC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
TDRRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TETOF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TGMPF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Electrical Equipment & Parts,yfinance,Yahoo industry indicates manufacturing or industrial materials.
TGOPF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
THQQF,6,BusEq,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Electronic Gaming & Multimedia,yfinance,"Yahoo industry indicates software, hardware, or online services."
THSGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
THURF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TIGCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TINFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TKMTY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Railroads,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TKRFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TMTNF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Industrial Distribution,yfinance,Yahoo industry indicates manufacturing or industrial materials.
TMTNY,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Industrial Distribution,yfinance,Yahoo industry indicates manufacturing or industrial materials.
TNEYF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
TNYZF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
TOETF,11,Money,secondary_yfinance,high,resolved_missing_sic,Real Estate,Real Estate - Diversified,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
TOKCF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Electronic Components,yfinance,Yahoo sector indicates business equipment or technology.
TOMYF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Leisure,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TPZEF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas Midstream,yfinance,Yahoo sector indicates energy.
TRBMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TRGEF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TRGXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TRIN,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
TRMLF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
TRRFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TRUFF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - Specialty & Generic,yfinance,Yahoo sector indicates healthcare.
TSCFY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
TSKFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TSLX,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
TTIPF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Biotechnology,yfinance,Yahoo sector indicates healthcare.
TUNGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TWOSF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Copper,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TYHOF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Conglomerates,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
TYHOY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Conglomerates,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ULTHF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
UNBLF,11,Money,secondary_yfinance,high,resolved_missing_sic,Real Estate,REIT - Retail,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
URZEF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Energy,Uranium,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
USGDF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
UURAF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
UUUFD,12,Other,secondary_yfinance,medium,resolved_missing_sic,Energy,Uranium,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
UUUFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Energy,Uranium,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
VARRY,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
VAUCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
VCGMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
VCUFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Copper,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
VERTF,6,BusEq,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Electronic Gaming & Multimedia,yfinance,"Yahoo industry indicates software, hardware, or online services."
VIPRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
VIZNF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
VLTLF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
VNTXF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Beverages - Non-Alcoholic,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
VRBCF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - General,yfinance,Yahoo sector indicates healthcare.
VROYF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
VRRCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
VSBGF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
VTTGF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Industrial Machinery,yfinance,Yahoo industry indicates manufacturing or industrial materials.
WAMFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
WCUFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Copper,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
WEBJF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Travel Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
WHF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
WHGOF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
WIPKF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Packaging & Containers,yfinance,Yahoo industry indicates manufacturing or industrial materials.
WLFFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
WOLTF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Business Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
WPGCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
WRIV,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
WRLGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
WTHVF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
WTKWY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Business Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
XTRAF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
XZJCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Conglomerates,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
YMATF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Industrial Machinery,yfinance,Yahoo industry indicates manufacturing or industrial materials.
YMTKF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Steel,yfinance,Yahoo industry indicates manufacturing or industrial materials.
YSHLF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Aerospace & Defense,yfinance,Yahoo industry indicates manufacturing or industrial materials.
ZCRMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ZDCAF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Security & Protection Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ZLDPF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Biotechnology,yfinance,Yahoo sector indicates healthcare.
ZPHYF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ZSHOF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Restaurants,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
ZTSTF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Electronic Components,yfinance,Yahoo sector indicates business equipment or technology.
